Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Beverage product form (product.metafields.shopify.beverage-product-form),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Flavor (product.metafields.shopify.flavor),Package type (product.metafields.shopify.package-type),Soda variety (product.metafields.shopify.soda-variety),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
coca-cola-original-taste-250ml,Coca-Cola Original Taste 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0170,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/azd45q-coca-cola_20original_20taste_20250_20ml.png?v=1781343409,1,Coca-Cola Original Taste 250ml,false,,,,,,,,,,kg,,,active
coca-cola-original-taste-330ml,Coca-Cola Original Taste 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0169,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/dd4vql-coca-cola_20original_20taste_20330_20ml.png?v=1781343408,1,Coca-Cola Original Taste 330ml,false,,,,,,,,,,kg,,,active
schweppes-ginger-ale-250ml,Schweppes Ginger Ale 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0168,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/2dx08o-schweppes_20ginger_20ale_20250_20ml.png?v=1781343408,1,Schweppes Ginger Ale 250ml,false,,,,,,,,,,kg,,,active
schweppes-tonic-water-250ml,Schweppes Tonic Water 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0167,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/lar27d-schweppes_20tonic_20water_20250_20ml.png?v=1781343407,1,Schweppes Tonic Water 250ml,false,,,,,,,,,,kg,,,active
coca-cola-light-330ml,Coca-Cola Light 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0166,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/zk85fr-coca-cola_20light_20330_20ml.png?v=1781343406,1,Coca-Cola Light 330ml,false,,,,,,,,,,kg,,,active
sprite-zero-calories-330ml,Sprite Zero Calories 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0165,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/edy3z9-sprite_20zero_20calories_20330_20ml.png?v=1781343406,1,Sprite Zero Calories 330ml,false,,,,,,,,,,kg,,,active
thums-up-330ml,Thums Up 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0164,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qbs5yl-thums_20up_20330_20ml.png?v=1781343405,1,Thums Up 330ml,false,,,,,,,,,,kg,,,active
fanta-strawberry-330ml,Fanta Strawberry 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0163,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/brm78s-fanta_20strawberry_20330_20ml.png?v=1781343404,1,Fanta Strawberry 330ml,false,,,,,,,,,,kg,,,active
fanta-orange-330ml,Fanta Orange 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0162,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qgxkbx-fanta_20orange_20330_20ml.png?v=1781343403,1,Fanta Orange 330ml,false,,,,,,,,,,kg,,,active
fanta-citrus-330ml,Fanta Citrus 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0161,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/izfj4-fanta_20citrus_20330_20ml.png?v=1781343403,1,Fanta Citrus 330ml,false,,,,,,,,,,kg,,,active
sprite-lemon-mint-flavoured-350ml,Sprite Lemon & Mint Flavoured 350ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0160,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/cm0ad0-sprite_20lemon_20.png?v=1781343402,1,Sprite Lemon & Mint Flavoured 350ml,false,,,,,,,,,,kg,,,active
coca-cola-zero-sugar-350ml,Coca-Cola Zero Sugar 350ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0159,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/jeho6e-coca-cola_20zero_20sugar_20350_20ml.png?v=1781343401,1,Coca-Cola Zero Sugar 350ml,false,,,,,,,,,,kg,,,active
coca-cola-original-taste-350ml,Coca-Cola Original Taste 350ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0158,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/jftxxt-coca-cola_20original_20taste_20350_20ml.png?v=1781343400,1,Coca-Cola Original Taste 350ml,false,,,,,,,,,,kg,,,active
sprite-lemon-lime-flavoured-350ml,Sprite Lemon Lime Flavoured 350ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0157,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/1h5zno-sprite_20lemon_20lime_20flavoured_20350_20ml.png?v=1781343400,1,Sprite Lemon Lime Flavoured 350ml,false,,,,,,,,,,kg,,,active
non-alcoholic-malt-beverage-effs-original-330ml,Non-Alcoholic Malt Beverage Effs Original 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0156,0.0,,0,continue,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/zq8l4--non-alcoholic_20malt_20beverage_20effs_20original_20330_20ml.png?v=1781343399,1,Non-Alcoholic Malt Beverage Effs Original 330ml,false,,,,,,,,,,kg,,,active
naba-coconut-water-with-pulp-330ml,Naba Coconut Water with Pulp 330ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0155,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/cgnsk6-naba_20coconut_20water_20with_20pulp_20330_20ml.png?v=1781343398,1,Naba Coconut Water with Pulp 330ml,false,,,,,,,,,,kg,,,active
ion-supply-drink-pocari-sweat-300ml,Ion Supply Drink Pocari Sweat 300ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0154,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/na1jpy-ion_20supply_20drink_20pocari_20sweat_20300_20ml.png?v=1781343397,1,Ion Supply Drink Pocari Sweat 300ml,false,,,,,,,,,,kg,,,active
almarai-mixed-fruit-juice-200ml,Almarai Mixed Fruit Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0153,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/00b7ew-almarai_20mixed_20fruit_20200_20ml.png?v=1781343397,1,Almarai Mixed Fruit Juice 200ml,false,,,,,,,,,,kg,,,active
almarai-mixed-apple-juice-200ml,Almarai Mixed Apple Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0152,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/5tlu5v-almarai_20mixed_20apple_20200_20ml.png?v=1781343396,1,Almarai Mixed Apple Juice 200ml,false,,,,,,,,,,kg,,,active
almarai-mixed-berry-juice-200ml,Almarai Mixed Berry Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0151,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/xdzqlr-almarai_20mixed_20berry_20200_20ml.png?v=1781343395,1,Almarai Mixed Berry Juice 200ml,false,,,,,,,,,,kg,,,active
almarai-lemon-mint-juice-200ml,Almarai Lemon & Mint Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0150,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/o2l4jm-almarai_20lemon_20.png?v=1781343395,1,Almarai Lemon & Mint Juice 200ml,false,,,,,,,,,,kg,,,active
almarai-mixed-orange-juice-200ml,Almarai Mixed Orange Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0149,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/1e4ns9-almarai_20mixed_20orange_20200_20ml.png?v=1781343393,1,Almarai Mixed Orange Juice 200ml,false,,,,,,,,,,kg,,,active
almarai-mango-juice-200ml,Almarai Mango Juice 200ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0148,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/imc0fo-almarai_20mango_20200_20ml.png?v=1781343392,1,Almarai Mango Juice 200ml,false,,,,,,,,,,kg,,,active
saba-strawberry-banana-drink-float-240ml,Saba Strawberry & Banana Drink Float 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0147,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/1dot43-saba_20strawberry_20.png?v=1781343390,1,Saba Strawberry & Banana Drink Float 240ml,false,,,,,,,,,,kg,,,active
saba-pineapple-drink-float-240ml,Saba Pineapple Drink Float 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0146,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/4z1ci4-rani_20float_20pineapple_20_E2_80_93_20240ml.png?v=1781343389,1,Saba Pineapple Drink Float 240ml,false,,,,,,,,,,kg,,,active
saba-peach-drink-float-240ml,Saba Peach Drink Float 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0145,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/cuo70y-rani_20float_20peach.png?v=1781343387,1,Saba Peach Drink Float 240ml,false,,,,,,,,,,kg,,,active
saba-orange-drink-float-240ml,Saba Orange Drink Float 240ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0144,0.0,,0,continue,manual,2.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/nden0f-rani_20float_20orange_20_E2_80_93_20240ml.png?v=1781343386,1,Saba Orange Drink Float 240ml,false,,,,,,,,,,kg,,,active
pran-mango-fruit-drink-250ml,Pran Mango Fruit Drink 250ml,"",Ayira Mini Mart,,Juices & Fruit Drinks,Juices & Fruit Drinks,true,Title,Default Title,,,,,,,,AYR-0143,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/maxhjg-pran_20mango_20fruit_20drink_20250_20ml.png?v=1781343385,1,Pran Mango Fruit Drink 250ml,false,,,,,,,,,,kg,,,active
shaheem-energy-drink-250ml,Shaheem Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0142,0.0,,0,continue,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/g0nrl2-shaheem_20energy_20drink_20250ml.png?v=1781343383,1,Shaheem Energy Drink 250ml,false,,,,,,,,,,kg,,,active
red-bull-apricot-strawberry-energy-drink-250ml,Red Bull Apricot Strawberry Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0141,0.0,,0,continue,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/j2pjta-red_20bull_20the_20apricot_20edition_20_28apricot_20.png?v=1781343382,1,Red Bull Apricot Strawberry Energy Drink 250ml,false,,,,,,,,,,kg,,,active
monster-energy-drink-250ml,Monster Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0140,0.0,,0,continue,manual,7.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/gck06w-monster_20energy_20250_20ml.png?v=1781343381,1,Monster Energy Drink 250ml,false,,,,,,,,,,kg,,,active
rita-blue-sparkling-drink-275ml,Rita Blue Sparkling Drink 275ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0139,0.0,,0,continue,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/h-ukck-rita_20blue_20sparkling_20drink_20275_20ml.png?v=1781343380,1,Rita Blue Sparkling Drink 275ml,false,,,,,,,,,,kg,,,active
rita-lemon-mint-sparkling-drink-275ml,Rita Lemon & Mint Sparkling Drink 275ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0138,0.0,,0,continue,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/002jy5-rita_20lemon_20.png?v=1781343379,1,Rita Lemon & Mint Sparkling Drink 275ml,false,,,,,,,,,,kg,,,active
rita-red-sparkling-drink-275ml,Rita Red Sparkling Drink 275ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0137,0.0,,0,continue,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/aqxdxh-rita_20red_20sparkling_20drink_20275ml.png?v=1781343379,1,Rita Red Sparkling Drink 275ml,false,,,,,,,,,,kg,,,active
speed-energy-drink-250ml,Speed Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0136,0.0,,0,continue,manual,3.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qri5tq-high_20speed_20drink_20250_20ml.png?v=1781343378,1,Speed Energy Drink 250ml,false,,,,,,,,,,kg,,,active
code-red-energy-drink-250ml,Code Red Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0135,0.0,,0,continue,manual,7.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/p3fplb-code_20red_20250_20ml.jpg?v=1781343377,1,Code Red Energy Drink 250ml,false,,,,,,,,,,kg,,,active
boom-boom-energy-drink-250ml,Boom Boom Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0134,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/s-elc-boom_20boom_20energy_20drink_20serve_20chilled_20250_20ml.jpg?v=1781343376,1,Boom Boom Energy Drink 250ml,false,,,,,,,,,,kg,,,active
power-red-energy-drink-250ml,Power Red Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0133,0.0,,0,continue,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/8macvh-power_20red_20energy_20drink_20250_20ml.jpg?v=1781343375,1,Power Red Energy Drink 250ml,false,,,,,,,,,,kg,,,active
power-boss-energy-drink-250ml,Power Boss Energy Drink 250ml,"",Ayira Mini Mart,,Energy & Sports Drinks,Energy & Sports Drinks,true,Title,Default Title,,,,,,,,AYR-0132,0.0,,0,continue,manual,5.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/s4b3sw-power_20boss_20energy_20drink_20250_20ml.jpg?v=1781343374,1,Power Boss Energy Drink 250ml,false,,,,,,,,,,kg,,,active
rita-mixed-berries-sparkling-drink-240ml,Rita Mixed Berries Sparkling Drink 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0131,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/270sju-rita_20mixed_20berries_20sparkling_20drink_20240_20ml.jpg?v=1781343374,1,Rita Mixed Berries Sparkling Drink 240ml,false,,,,,,,,,,kg,,,active
rita-pink-240ml,Rita Pink 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0130,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/yisyru-rita_20pink_20240_20ml.jpg?v=1781343373,1,Rita Pink 240ml,false,,,,,,,,,,kg,,,active
rita-berry-240ml,Rita Berry 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0129,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/r0yl3x-rita_20berry_20240_20ml.jpg?v=1781343372,1,Rita Berry 240ml,false,,,,,,,,,,kg,,,active
rita-red-240ml,Rita Red 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0128,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/op31a6-rita_20red_20240_20ml.jpg?v=1781343371,1,Rita Red 240ml,false,,,,,,,,,,kg,,,active
rita-blue-240ml,Rita Blue 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0127,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/6vwow3-rita_20blue_20240_20ml.jpg?v=1781343371,1,Rita Blue 240ml,false,,,,,,,,,,kg,,,active
rita-red-zero-sugar-240ml,Rita Red Zero Sugar 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0126,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/naydss-rita_2520red_2520zero_25_2520sugar_2520240_2520ml.jpg?v=1781343370,1,Rita Red Zero Sugar 240ml,false,,,,,,,,,,kg,,,active
rita-mojito-240ml,Rita Mojito 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0125,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/qawxx--rita_20mojito_20240_20ml.jpg?v=1781343369,1,Rita Mojito 240ml,false,,,,,,,,,,kg,,,active
rita-passion-240ml,Rita Passion 240ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0124,0.0,,0,continue,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/w870nx-rita_20passion_20240_20ml.jpg?v=1781343368,1,Rita Passion 240ml,false,,,,,,,,,,kg,,,active
oronamin-c-drink-120ml,Oronamin C Drink 120ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0123,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/zctnkl-oronamin_20c_20drink_20120_20ml.jpg?v=1781343368,1,Oronamin C Drink 120ml,false,,,,,,,,,,kg,,,active
walkers-vitamin-drink-150ml,Walkers Vitamin Drink 150ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0122,0.0,,0,continue,manual,6.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/pojyj6-walkers_20vitamin_20150_20ml.jpg?v=1781343367,1,Walkers Vitamin Drink 150ml,false,,,,,,,,,,kg,,,active
nescaf-mocha-225ml,Nescafé Mocha 225ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0121,0.0,,0,continue,manual,5.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/tdlh4h-nescaf_C3_A9_20mocha_20225_20ml.jpg?v=1781343366,1,Nescafé Mocha 225ml,false,,,,,,,,,,kg,,,active
nescaf-spanish-latte-225ml,Nescafé Spanish Latte 225ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0120,0.0,,0,continue,manual,5.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/79cj9a-nescaf_C3_A9_20spanish_20latte_20225_20ml.jpg?v=1781343365,1,Nescafé Spanish Latte 225ml,false,,,,,,,,,,kg,,,active
fizzy-vimto-blue-raspberry-250ml,Fizzy Vimto Blue Raspberry 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0119,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/9qorhi-fizzy_20vimto_20blue_20raspberry_20250_20ml.png?v=1781343364,1,Fizzy Vimto Blue Raspberry 250ml,false,,,,,,,,,,kg,,,active
kinza-lemon-zero-sugar-250ml,Kinza Lemon Zero Sugar 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0118,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/drmcx-kinza_20lemon_20zero_20sugar_20250_20ml.png?v=1781343363,1,Kinza Lemon Zero Sugar 250ml,false,,,,,,,,,,kg,,,active
kinza-diet-cola-250ml,Kinza Diet Cola 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0117,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/jw36ln-kinza_20diet_20cola_20250_20ml.png?v=1781343363,1,Kinza Diet Cola 250ml,false,,,,,,,,,,kg,,,active
kinza-blackcurrant-250ml,Kinza Blackcurrant 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0116,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/oyf2mm-kinza_20blackcurrant_20250_20ml.png?v=1781343362,1,Kinza Blackcurrant 250ml,false,,,,,,,,,,kg,,,active
kinza-lemon-250ml,Kinza Lemon 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0115,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/4l7gx8-kinza_20lemon_20250_20ml.png?v=1781343362,1,Kinza Lemon 250ml,false,,,,,,,,,,kg,,,active
kinza-cola-250ml,Kinza Cola 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0114,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/ju9pu8-kinza_20cola_20250_20ml.png?v=1781343360,1,Kinza Cola 250ml,false,,,,,,,,,,kg,,,active
kinza-orange-250ml,Kinza Orange 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0113,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/9-2emw-kinza_20orange_20250_20ml.png?v=1781343360,1,Kinza Orange 250ml,false,,,,,,,,,,kg,,,active
kinza-pomegranate-250ml,Kinza Pomegranate 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0112,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/7du3pw-kinza_20pomegranate_20250_20ml.png?v=1781343359,1,Kinza Pomegranate 250ml,false,,,,,,,,,,kg,,,active
kinza-citrus-250ml,Kinza Citrus 250ml,"",Ayira Mini Mart,,Carbonated Soft Drinks,Carbonated Soft Drinks,true,Title,Default Title,,,,,,,,AYR-0111,0.0,,0,continue,manual,2.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0819/7885/1544/files/yltaol-kinza_20citrus_20250_20ml.png?v=1781343358,1,Kinza Citrus 250ml,false,,,,,,,,,,kg,,,active
